client_id,target,col372,col635,col639,col640,col643,col644,col647,col648,col651,col652,col655,col656,col659,col660,col663,col664,col667,col668,col671,col672,col703,col707,col711,col712,col715,col716,col719,col720,col723,col724,col727,col728,col731,col732,col736,col739,col743,col744,col747,col804,col1456,col1461,col1464,col1469,col1488,col1493,col1967,col2002,col2004,col2053,col2054,col2055,col2056,col2057,col2058,col2101,col2102,col2103,col2104,col2105,col2106,col2126,col2127,col2129,col2149,col2150,col2151,col2152,col2153,col2154,col2155,col2156,col2157,col2159,col2160,col2165,col2166,col2177,col2178,col2218,col2295,col2296,col2297,col2298,col2299,col2300,col2301,col2303,col2304,col2313,col2314,col2315,col2343,col2344,col2345,col2346,col2347,col2348,col2349,col2350,col2351,col2352,col2353,col2354,col2355,col2356,col2357,col2358,col2359,col2360,col2361,col2362,col2363,col2364,col2365,col2366,col2367,col2368,col2369,col2370,col2371,col2372,col2373,col2374,col2375,col2376,col2377,col2378,col2379,col2380,col2381,col2382,col2384,col2385,col2386,col2387,col2388,col2390,col2394,col2395,col2396,col2397,col2398,col2399,col2400,col2401,col2402,col2403,col2404,col2405,col2406,col2407,col2408,col2409,col2410,col2411,col2412,col2413,col2414,col2418,col2419,col2420,col2421,col2422,col2423,col2424,col2425,col2426,col2427,col2428,col2429,col2430,col2431,col2432,col2433,col2434,col2435,col2436,col2438,col2439,col2440,col2441,col2442,col2443,col2444,col2445,col2446,col2447,col2459,col2603,col2604,col2605,col2606,col2607,col2608
2625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,56.2,56.2,,,,56.2,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,401587.0,392815.0,401587.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,35.5,31.9,33.7,35.5,31.9,33.7,35.5,31.9,33.7,35.5,33.7,,,,35.5,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
2627,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,134190.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,50.23,50.23,50.23,50.23,50.23,50.23,50.23,50.23,,,,50.23,50.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,172567.0,172567.0,172567.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.53,,,,36.53,36.53,,,,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,,,,15.27,15.27,15.27,,,,10.83,10.83,10.83,10.83,10.83,10.83,10.83,10.83,10.83,10.83,10.83,10.83,,,,10.83,10.83,,,,,,,1.27,1.27,1.27,,,,,,,
2630,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,58.77,58.77,,,,58.77,58.77,,,,,,,,,,,,,35.85,35.85,35.85,,,,35.85,35.85,35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,0,2.0,,,6073826.0,,8510887.25,,8651418.0,,9026917.0,,10691638.0,,6434626.0,,8881549.75,,9012218.0,,9387717.0,,,,26861.0,,64.2,,49.07,,54.84749984741211,,49.56,,49.06999969482422,3.0,,,2.25,,119494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276718.0,274355.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,12.19,13.926,16.0,13.9,14.73333333333333,5.0,8.64,10.9,2.1,1.38,1.666,2.1,1.65,1.8,2.1,1.38,1.666,1.38,1.666,1.38,1.666,0.0,2.0,20000.0,,,,292750.0,273875.0,279355.8,292750.0,281588.16666667,292750.0,276718.0,276718.0,276718.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,35.7,26.0,33.65,35.7,26.0,32.375,35.7,26.0,33.65,35.7,26.0,32.375,35.7,32.375,35.7,35.7,35.7,35.7,32.375,14.3,13.24,13.848,14.3,13.24,13.74666666666667,14.3,13.24,13.848,14.3,13.24,13.74666666666667,14.3,13.24,13.74666666666667,13.9,13.9,13.9,14.3,13.24,13.74666666666667,11.0,5.0,9.74,11.0,5.0,8.95,11.0,5.0,9.74,11.0,5.0,8.95,11.0,5.0,8.95,10.9,10.9,10.9,11.0,8.95,,,,2.1,1.38,1.686,2.1,1.38,1.635,1.65,,,,,,
2634,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,,,,,,,,,,85.0,85.0,85.0,85.0,85.0,,,,85.0,85.0,,,,,,,,,,38.71,38.71,38.71,38.71,38.71,38.71,,,,38.71,38.71,38.71,,,,,,,,,,16.8,16.8,16.8,16.8,16.8,16.8,,,,16.8,16.8,,,,,,,,,,,,,,,,
2637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,49.85,3.37,26.61,49.85,26.61,,,,49.85,26.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,0,1.0,8212301.0,8212301.0,7894792.0,8212301.0,9590053.666666666,8212301.0,8050393.0,8212301.0,17318192.0,8212301.0,17318192.0,8212301.0,7894792.0,8212301.0,9590053.666666666,8212301.0,8050393.0,8212301.0,17318192.0,34139.0,34139.0,34139.0,49961.0,36.44,78.49,36.44,35.56,36.43999862670898,43.26999918619792,36.44,36.35,36.43999862670898,36.43999862670898,3.0,1.0,1.0,1.3333333333333333,1.0,113907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,36.44,36.44,36.44,36.44,36.44,,,,36.44,36.44,,,,,,,,,,15.22,15.22,15.22,15.22,15.22,15.22,,,,15.22,15.22,15.22,,,,,,,,,,10.85,10.85,10.85,10.85,10.85,10.85,,,,10.85,10.85,,,,,,,,,,,6618000.0,6618000.0,6618000.0,6618000.0,6618000.0,6618000.0
2640,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,3.0,3.0,,,,37.07,37.07,37.07,,,12.25,,,,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.0,0.0,,,,,,,,,,143192.0,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,,,,,,,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,,,,67.64,67.64,,,,,,,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,,,,37.07,37.07,37.07,,,,,,,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,,,,12.25,12.25,,,,,,,,,,,9257000.0,9257000.0,9257000.0,9257000.0,9257000.0,9257000.0
2641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,49.07,49.07,49.07,49.07,49.07,,,,49.07,49.07,,,,,,,,,,25.07,25.07,25.07,25.07,25.07,25.07,,,,25.07,25.07,25.07,,,,,,,,,,10.29,10.29,10.29,10.29,10.29,10.29,,,,10.29,10.29,,,,,,,,,,,6792222.0,6792222.0,6792222.0,6792222.0,6792222.0,6792222.0
2644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,169864.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,,,,,,
2645,0,1.0,,,4710797.0,,4720573.125,,4710797.0,,4710797.0,,5089006.0,,5010797.0,,5020573.125,,5010797.0,,5010797.0,,,,17934.0,,24.83,,22.2,,24.50125002861023,,24.83,,24.82999992370605,0.0,,,0.0,,119677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,12.58,12.58,12.58,12.58,12.58,12.58,5.28,5.28,5.28,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.0,1.0,,,,,,,,189722.0,189722.0,189722.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,24.83,24.83,24.83,24.83,24.83,24.83,24.83,24.83,24.83,24.83,24.83,,,,24.83,24.83,,,,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,,,,12.58,12.58,12.58,,,,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,,,,5.28,5.28,,,,,,,1.54,1.54,1.54,,3000797.0,3000797.0,3000797.0,3000797.0,3000797.0,3000797.0
2646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,163491.0,163491.0,163491.0,163491.0,163491.0,163491.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,,,,51.2,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,33.65,33.65,33.65,33.65,33.65,,,,33.65,33.65,,,,,,,,,,14.12,14.12,14.12,14.12,14.12,14.12,,,,14.12,14.12,14.12,,,,,,,,,,11.09,11.09,11.09,11.09,11.09,11.09,,,,11.09,11.09,,,,,,,,,,,,,,,,
2648,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,51.3,51.3,51.3,51.3,51.3,,,,51.3,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,59.28,59.28,59.28,59.28,59.28,,,,59.28,59.28,,,,,,,,,,28.29,28.29,28.29,28.29,28.29,28.29,,,,28.29,28.29,28.29,,,,,,,,,,15.54,15.54,15.54,15.54,15.54,15.54,,,,15.54,15.54,,,,,,,,,,,3238000.0,3238000.0,3238000.0,3238000.0,3238000.0,3238000.0
2650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,20.6,20.6,20.6,20.6,20.6,,,,20.6,20.6,,,,,,,,,,8.53,8.53,8.53,8.53,8.53,8.53,,,,8.53,8.53,8.53,,,,,,,,,,4.91,4.91,4.91,4.91,4.91,4.91,,,,4.91,4.91,,,,,,,,,,,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
2651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,22.11,21.53,21.82,22.11,21.82,,,,22.11,21.82,,,,,,,,,,10.09,9.13,9.61,10.09,9.13,9.61,,,,10.09,9.13,9.61,,,,,,,,,,4.95,4.57,4.76,4.95,4.57,4.76,,,,4.95,4.76,,,,,,,,,,,,,,,,
2652,0,1.0,16930682.0,5075656.0,3200297.0,8285930.867647059,8938432.966153847,7888861.0,9540589.0,7888861.0,10005154.0,17330932.0,17330932.0,5375656.0,3500297.0,8578364.30882353,9196008.815384615,8204389.0,9540589.0,8204389.0,8204389.0,27306.117647058825,26117.0,26117.0,26117.0,77.93,77.93,21.75,19.22,37.125293507295495,40.39996866079477,35.43,37.05,35.029998779296875,49.91999816894531,3.0,0.0,1.0294117647058822,1.2492307692307691,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210363.0,209022.5,2.0,2.0,2.0,2.0,2.0,2.0,25.35,25.35,25.35,25.35,25.35,25.35,16.23,16.405,16.23,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,10000.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,207682.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7994878.0,7994878.0,7994878.0,7994878.0,7994878.0,7994878.0
2653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,,,,183417.0,183417.0,183417.0,183417.0,183417.0,183417.0,183417.0,183417.0,183417.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,9.88,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,,,,1.13,1.13,1.13,1.13,1.13,1.13,1.13,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
2654,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,163014.0,163014.0,163014.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,56.29,56.29,56.29,56.29,56.29,56.29,56.29,56.29,56.29,56.29,56.29,,,,56.29,56.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.05,3.05,,,,,,,
2658,0,1.0,5093697.0,4579543.0,4579543.0,4836620.0,4836620.0,4579543.0,4579543.0,5093697.0,5093697.0,4879543.0,4879543.0,4854328.0,4854328.0,4866935.5,4866935.5,4854328.0,4854328.0,4854328.0,4854328.0,20232.5,20180.0,20180.0,20180.0,21.5,21.5,21.43,21.43,21.46500015258789,21.46500015258789,21.43,21.43,21.43000030517578,21.43000030517578,0.0,0.0,0.0,0.0,0.0,120122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,,,,13.45,13.45,13.45,,,5.09,,,,1.14,1.14,1.14,1.54,1.14,1.40666666666667,1.14,1.40666666666667,1.14,1.40666666666667,0.0,1.0,,,,,,,,,,176403.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,26.76,24.84,26.28,26.76,24.84,25.992,26.76,25.992,,,,26.76,25.992,,,,,,,13.45,12.58,13.2325,13.45,12.58,13.102,13.45,12.58,13.102,,,,13.45,12.58,13.102,,,,,,,5.28,5.09,5.1375,5.28,5.09,5.166,5.28,5.09,5.166,,,,5.28,5.166,,,,,,,,,,,,,,,,
2659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,196171.0,196171.0,196171.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,,,,21.55,21.55,,,,9.03,9.03,9.03,9.03,9.03,9.03,9.03,9.03,9.03,9.03,9.03,9.03,,,,9.03,9.03,9.03,,,,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,,,,5.07,5.07,,,,,,,1.41,1.41,1.41,,,,,,,
2660,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,,,,166030.0,166030.0,166030.0,166030.0,166030.0,166030.0,166030.0,166030.0,166030.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,,,,1.37,1.37,1.37,1.37,1.37,1.37,1.37,,,,,,
2663,0,,43911150.0,18453446.0,18100314.0,32324143.5,30900287.25,28837292.0,28837292.0,28837292.0,28837292.0,44691430.0,44691430.0,18953132.0,18600000.0,31796475.0,30676856.375,29588408.0,29588408.0,29588408.0,29588408.0,207032.8333333333,183702.0,170507.0,170507.0,106.2,106.2,30.5,24.6,79.41666730244954,73.71250069141388,67.4,67.4,67.4000015258789,67.4000015258789,4.0,0.0,2.75,2.625,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,67.4,66.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307663.0,292301.0,1.0,1.0,1.0,1.0,1.0,1.0,15.97,10.8,13.385,15.97,10.8,13.385,14.31,15.455,14.31,3.75,1.96,2.855,3.75,1.96,2.855,3.75,1.96,2.855,1.96,2.855,1.96,2.855,0.0,0.0,10000.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,276939.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,,,,,,
2666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,34.13,34.13,34.13,34.13,34.13,,,,34.13,34.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5000.0,,,,525553.0,217431.0,371492.0,525553.0,392739.57142857,525553.0,525553.0,217431.0,371492.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,40.4,3.2,21.8,40.4,3.2,23.91428571428571,40.4,3.2,23.91428571428571,40.4,3.2,23.91428571428571,40.4,23.91428571428571,40.4,3.2,21.8,40.4,23.91428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,169867.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,,,,30.93,30.93,,,,,,,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,,,,12.43,12.43,12.43,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,,,,,,,,,,,4272569.0,4272569.0,4272569.0,4272569.0,4272569.0,4272569.0
