target,col372,col635,col639,col640,col643,col644,col647,col648,col651,col652,col655,col656,col659,col660,col663,col664,col667,col668,col671,col672,col703,col707,col711,col712,col715,col716,col719,col720,col723,col724,col727,col728,col731,col732,col736,col739,col743,col744,col747,col804,col1456,col1461,col1464,col1469,col1488,col1493,col1967,col2002,col2004,col2053,col2054,col2056,col2057,col2101,col2102,col2103,col2104,col2105,col2106,col2126,col2127,col2129,col2149,col2150,col2151,col2152,col2153,col2154,col2155,col2156,col2157,col2159,col2160,col2165,col2166,col2177,col2178,col2218,col2295,col2296,col2297,col2298,col2299,col2300,col2301,col2303,col2304,col2313,col2314,col2315,col2343,col2344,col2346,col2347,col2349,col2350,col2351,col2352,col2353,col2354,col2355,col2356,col2357,col2358,col2359,col2360,col2361,col2362,col2364,col2365,col2366,col2367,col2368,col2369,col2370,col2371,col2372,col2373,col2374,col2375,col2376,col2377,col2378,col2379,col2380,col2381,col2382,col2384,col2385,col2386,col2387,col2388,col2390,col2394,col2395,col2396,col2397,col2398,col2399,col2400,col2401,col2402,col2403,col2404,col2405,col2406,col2407,col2408,col2409,col2410,col2411,col2412,col2413,col2414,col2418,col2419,col2420,col2421,col2422,col2423,col2424,col2425,col2426,col2427,col2428,col2429,col2430,col2431,col2432,col2433,col2434,col2435,col2436,col2438,col2439,col2440,col2441,col2442,col2443,col2444,col2445,col2446,col2447,col2459,col2603,col2604,col2605,col2606,col2607,col2608
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,10000,197250.0,197250.0,197250,197250.0,197250,197250,197250.0,197250,197250.0,197250.0,197250,197250,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,2,2,2,2,2,2,2,2,2,2,5755040,5721636,5738338,5784273,5733129,5758135
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,2.0,2.0,2.0,2.0,2.0,2.0,0.0,222231,213350,1.0,1.0,1.0,1.0,13,12,12,13,11,12,10,11,10,1,2,1,1,2,2,1,1,1,1,1,1,1,0.0,0.0,829064,229420.43417347904,282627.9805796804,255822,385265.9991869293,336087,343437,364039.1694422035,337077,380200.6478899622,440644.91444696195,395355,401039,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,2.0,2.0,2,2.0,2.0,2,1.0,1.0,2.0,2.0,2,37,34,35,29,29,29,23,22,22,26,27,26,49,49,49,49,49,24,26,25,49,49,7,2,5,15,12,14,15,13,14,28,27,28,27,27,27,10,5,6,27,27,27,3,6,3,4,5,4,5,7,6,8,9,9,8,9,9,1,9,5,8,9,3,3,3,0,1,0,1,1,1,0,8368369,8457750,8413060,10058101,10102069,10079255
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,10000,214184.85098107735,183991.87001300734,199256,200317.0,200317,200317,200317.0,200317,200317.0,200317.0,200317,200317,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,30,30,30,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,15,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,11,12,12,11,12,12,11,12,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,5933080,5935486,5934283,5975742,5927657,5950698
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,5543362,127763.14291460256,143824.26744093891,135708,166907.0,166907,166907,166907.0,166907,166907.0,166907.0,166907,166907,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,33,31,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,2,2,2,2,2,2,2,4047909,4000311,4024110,4028808,3968263,3997606
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,1.0,1.0,1.0,1.0,0.0,0.0,1.0,300057,300057,1.0,1.0,1.0,1.0,12,12,12,12,12,12,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,10000,300057.0,300057.0,300057,300057.0,300057,300057,300057.0,300057,300057.0,300057.0,300057,300057,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,6068063,6070684,6069374,6191746,6203780,6197429
0,1.0,10951218,7847854,4541781,9108343,4625250,8879067,4664570,9495330,4541781,10737742,4969401,7920782,4841781,9010429,4925250,8991191,4964570,9406787,4841781,35105,34305,35062,15413,50,24,39,22,44,23,43,23,45,24,0.0,1.0,1,0,1.0,112960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248720,244596,1.0,1.0,1.0,1.0,12,12,12,12,12,12,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,144629,339681.5031334531,311781.1306140863,325817,220209.2513717818,201215,209847,185036.6962644007,190264,165182.0,219317.9352851295,199660,208665,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,32,39,35,30,29,30,30,31,31,27,27,27,27,27,27,27,27,31,29,30,27,27,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,9,9,6,6,6,4,4,4,4,4,4,4,4,4,8,8,8,4,4,1,1,1,1,1,1,1,1,1,1,3383291,3288695,3335993,3084381,3009955,3048550
1,1.0,15132668,10992858,9693718,12543869,11817613,12122130,11740673,12877167,12527053,15119054,14761224,11146688,9949059,12592789,11953340,12155130,11802609,12911374,12578576,44065,43245,45702,43455,63,62,46,41,52,50,51,50,52,51,2.0,2.0,1,1,2.0,139021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407862,322165,2.0,2.0,2.0,2.0,27,26,27,27,27,27,12,12,12,2,2,2,2,1,2,2,1,2,1,1,1,1,0.0,0.0,1657087,426046.92952171573,345505.99348653725,385533,146940.0,146940,146940,146940.0,146940,146940.0,173440.0556633862,174763,174325,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,52,69,61,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,55,54,55,55,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,2,3,3,2,2,2,2,2,2,1,6537599,6710400,6624000,7514672,7653794,7583009
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,13,13,12,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,8,9,9,9,1,1,1,1,1,1,1,1,1,1,4673239,4663206,4668222,4678083,4657436,4667620
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,2.0,2.0,2,1.0,1.0,2.0,2.0,2,24,22,23,26,26,26,26,26,26,25,24,25,21,21,21,50,50,26,26,27,50,50,11,12,12,12,14,13,24,24,24,20,21,21,27,27,27,15,18,14,27,27,27,10,8,8,7,5,6,14,15,14,7,8,8,10,10,10,9,9,9,9,10,2,2,2,1,1,1,0,0,0,1,4345273,4308613,4326943,7587336,7588439,7586463
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,31,31,31,33,33,31,31,31,33,33,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,14,14,14,9,8,9,9,8,9,9,9,9,9,9,9,11,11,11,9,8,9,11,11,1,1,1,1,1,1,1,1,1,1,4164139,4157294,4160716,4457729,4393007,4424134
0,2.0,11059222,8072404,7499229,9317747,9130228,9085489,8958668,9320908,9142442,11122072,11451687,8164928,7610503,9404184,9228575,9187855,9072567,9393779,9238075,33252,32509,33099,32379,49,51,36,34,42,41,41,41,42,41,2.0,1.0,1,1,1.0,121518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86720,86720,1.0,1.0,1.0,1.0,12,12,12,12,12,12,10,10,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,10000,86720.0,86720.0,86720,86720.0,86720,86720,86720.0,86720,86720.0,86720.0,86720,86720,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,2.0,1.0,1,2.0,1.0,1,1.0,1.0,2.0,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,35,33,34,35,34,2,2,2,35,34,2,3,3,11,12,12,13,14,13,19,19,19,19,19,19,6,8,4,19,19,19,-5,2,-1,0,5,3,5,10,7,7,13,10,8,14,11,-5,5,0,8,11,3,4,3,0,0,0,0,0,0,0,3506328,3316218,3411273,1964416,1869124,1921214
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,25,25,25,25,25,31,31,31,25,25,12,13,13,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,11,11,11,9,8,9,7,7,7,7,6,7,6,6,6,6,6,6,9,8,8,6,6,0,0,0,1,1,1,1,1,1,1,4114368,4112513,4113440,4254903,4237372,4245693
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,2.0,2.0,2.0,2.0,0.0,0.0,0.0,239227,233279,1.0,1.0,1.0,1.0,13,13,13,13,13,13,10,10,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,497569,253409.4500852813,289212.1381203347,271203,273288.94137622183,288181,284490,251430.439949435,260778,239561.09669080956,275329.59271890135,290208,286490,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,2.0,2.0,2,2.0,2.0,2,1.0,1.0,2.0,2.0,2,44,45,45,35,39,37,26,27,26,29,33,31,56,56,56,56,56,34,39,36,56,56,9,9,9,14,13,14,14,15,15,28,28,28,28,28,28,12,12,10,28,28,28,5,11,8,8,8,8,8,9,9,12,12,12,12,12,12,5,12,8,12,12,3,3,3,0,1,0,1,1,1,1,9057678,9171225,9114452,10193843,10326772,10261692
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,1.0,1.0,1.0,1.0,0.0,0.0,0.0,255503,248351,1.0,1.0,1.0,1.0,13,13,13,13,12,13,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,615448,206931.1962141469,229719.51610223632,218205,230554.022585749,241719,238112,223517.99083571404,229166,219198.59776935284,229974.63452659507,240992,237429,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,33,31,32,31,32,32,31,32,32,32,33,32,26,26,26,26,26,31,32,31,26,26,12,13,12,11,11,11,11,11,11,13,13,13,13,13,13,12,12,12,13,13,13,9,8,9,6,5,6,5,5,5,5,5,5,5,5,5,9,8,8,5,5,0,0,0,0,0,0,0,0,0,0,4443430,4502295,4472862,5297546,5332564,5314819
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,22,22,22,22,22,31,31,31,22,22,12,13,12,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,10,9,8,9,7,6,6,6,5,5,5,5,5,5,5,5,9,7,8,5,5,0,0,0,1,1,1,1,1,1,1,3643081,3636948,3640015,3837753,3816217,3826096
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,10,10,10,10,10,10,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,537667,158335.930772905,172579.90623685272,165593,197633.72139520443,200557,198988,194860.0,194860,194860.0,194087.65943099628,196375,195150,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,24,22,23,23,24,23,21,21,21,21,21,21,21,21,21,21,21,23,24,23,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3290666,3297947,3294307,3257076,3247087,3251640
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,36,36,36,36,36,31,31,31,36,36,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,14,14,8,9,8,10,10,10,10,11,11,11,11,11,11,11,11,8,9,9,11,11,1,1,1,1,1,1,1,1,1,1,5183086,5164237,5173662,5040178,5018286,5029296
0,1.0,10951218,7847854,5173446,9117033,8356409,8935983,8517321,9135677,8585422,10991838,10181525,7894027,5473446,9218075,8704951,9129164,8878121,9320283,8946222,31172,30886,30939,28478,50,59,37,25,43,48,43,50,46,49,2.0,1.0,1,1,2.0,134478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90471,139472,2.0,2.0,2.0,2.0,27,27,27,28,28,28,14,14,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1840191,489644.2570668374,387270.2130282074,436971,221159.66554633103,187624,201812,159291.7414052515,188304,218643.0,228272.112062697,189059,204900,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,2.0,2.0,2.0,1.0,1,24,37,30,31,26,28,48,50,48,51,35,45,51,35,42,51,42,32,21,27,51,42,24,24,24,31,24,28,28,13,22,28,13,20,28,13,20,27,19,25,28,13,20,6,12,9,15,20,18,11,10,11,11,10,10,11,10,10,7,8,8,11,10,9,8,8,2,1,1,0,0,0,1,8675000,8675000,8675000,8675000,8675000,8675000
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,184559.0,184559.0,184559,184559.0,184559,184559,184559.0,184559,184559.0,182382.77908976085,182143,182285,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,37,38,37,37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,11,12,12,11,12,12,11,11,11,11,11,12,12,12,11,11,2,2,2,2,2,2,2,2,2,2,4639958,4633741,4636849,4652133,4646538,4648874
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,746278,82174.61972331848,96149.86292092633,88909,127361.3951017527,135429,131649,131936.58843090688,158138,162289.27699616115,122019.00302226256,129636,126144,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,2.0,2.0,2,2.0,2.0,2,1.0,1.0,2.0,2.0,2,40,38,39,37,40,38,25,27,26,29,32,31,58,58,58,58,58,37,40,39,58,58,10,10,10,14,11,13,15,14,15,28,28,28,28,28,28,12,13,10,28,28,28,5,11,7,7,7,7,9,10,9,16,16,16,16,16,16,5,12,9,16,16,4,5,4,1,1,1,2,2,2,2,8021681,8012672,8017176,7713173,7733026,7722351
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,35,33,34,35,34,31,31,31,35,34,13,13,13,14,14,14,14,14,14,15,14,14,15,14,14,13,14,13,15,14,14,8,9,8,9,9,9,9,9,9,10,10,10,10,10,10,8,9,8,10,10,1,1,1,1,1,1,1,1,1,1,5066783,5049637,5058210,4910150,4885380,4897820
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,10000,142105.0,142105.0,142105,142105.0,142105,142105,142105.0,142105,142105.0,142105.0,142105,142105,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,3768632,3680270,3724451,3745571,3636120,3690135
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,25,25,25,25,25,31,31,31,25,25,12,13,13,11,11,11,11,11,11,15,15,15,15,15,15,13,13,13,15,15,15,8,7,8,4,3,3,3,3,3,3,3,3,3,3,3,8,7,7,3,3,0,0,0,0,0,0,0,0,0,0,3884808,3889276,3887042,4256104,4207829,4230496
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87633,87633,1.0,1.0,1.0,1.0,12,12,12,12,12,12,10,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,5000,87633.0,87633.0,87633,87633.0,87633,87633,87633.0,87633,87633.0,87633.0,87633,87633,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,22,11,12,12,11,9,11,11,10,11,10,10,10,11,11,11,11,11,11,15,16,16,-6,-7,-7,-6,-7,-6,-5,-7,-6,10,9,9,13,9,11,-5,-6,-5,15,11,4,4,4,2,1,1,2,2,2,1,-3979359,-3924328,-3951844,-6778084,-6420072,-6604108
